arrest_id,prisoner_id,weight,height,arrest_date,bond_amount,release_flag
A-29907,P-04650,130,160.48,2019-06-08,2000,1
A-10036,P-14212,190,168.64000000000001,2018-05-22,4500,1
A-02556,P-08952,150,177.88,2018-07-20,12500,1
A-29785,P-06476,130,167.56,2017-12-07,1000,1
A-09898,P-09282,145,167.72,2017-09-16,0,1
A-18648,P-08432,175,175.72,2018-06-19,2000,1
A-20460,P-02954,155,172.72,2018-11-08,3000,1
A-04095,P-06075,130,168.18,2018-06-01,2500,1
A-11698,P-09603,162,176.26,2018-06-08,0,1
A-05476,P-09603,175,180.42000000000002,2018-06-22,0,1
A-01302,P-09603,165,187.88,2018-06-09,0,1
A-31625,P-06726,185,168.1,2018-01-02,2500,1
A-20770,P-06726,140,160.1,2019-02-22,85000,0
A-31856,P-10915,115,154.48,2018-03-02,2500,1
A-12040,P-15033,200,169.72,2019-01-16,2000,1
A-13717,P-16765,98,144.86,2018-12-09,1000,1
A-17892,P-15943,195,172.8,2017-08-28,2500,1
A-04632,P-01726,195,182.34,2017-09-28,5000,1
A-01353,P-01726,175,178.26,2017-09-10,5000,1
A-03506,P-15950,230,198.12,2017-05-17,75000,1
A-12806,P-00333,42,181.8,2018-01-02,2500,1
A-29646,P-04495,167,177.88,2017-10-11,2000,1
A-18922,P-10783,235,171.18,2018-06-17,1000,1
A-07194,P-09322,135,168.64000000000001,2018-07-16,6500,1
A-29161,P-08168,200,198.58,2017-05-03,2500,1
A-02162,P-04996,150,168.18,2018-03-31,2000,1
A-19687,P-04996,155,165.64000000000001,2018-04-13,750,1
A-23550,P-05579,230,167.64000000000001,2018-11-25,5000,1
A-14511,P-19260,160,172.64000000000001,2018-08-31,1500,1
A-28390,P-03950,170,170.72,2017-04-20,3000,1
A-31546,P-17216,190,167.18,2017-10-12,0,1
A-13924,P-12270,135,180.34,2018-10-09,500,1
A-10511,P-08095,180,178.34,2019-03-20,5000,1
A-29461,P-13516,170,168.64000000000001,2017-07-02,33000,1
A-18737,P-04671,315,193.04,2018-04-13,5000,0
A-29617,P-02909,230,164.56,2018-10-23,5000,1
A-06398,P-12421,145,166.18,2017-10-01,1000,1
A-30905,P-12421,140,175.18,2018-02-25,3500,1
A-05467,P-12421,150,169.18,2018-03-08,4250,1
A-10788,P-16684,185,171.26,2017-04-29,15000,0
A-28870,P-09063,225,178.8,2017-05-25,1500,1
A-18253,P-17334,255,185.5,2018-12-23,26000,1
A-07537,P-15244,160,157.56,2019-01-27,30000,1
A-07661,P-15244,130,164.56,2018-08-13,13000,1
A-09781,P-15244,125,158.56,2018-10-10,12000,0
A-28857,P-09231,200,172.26,2019-05-18,2000,1
A-24742,P-05028,215,177.34,2019-01-22,12000,1
A-09818,P-08742,205,174.8,2019-04-10,0,1
A-09245,P-18786,185,186.96,2019-02-05,0,1
A-22952,P-17534,165,181.8,2018-04-18,60000,0
A-09232,P-17534,150,180.26,2019-02-20,5000,1
A-10850,P-17534,145,180.26,2019-04-03,500,1
A-23832,P-17534,165,182.8,2017-12-13,0,1
A-27069,P-17534,150,175.26,2018-12-08,0,1
A-14429,P-17534,135,170.26,2019-01-30,3000,1
A-14553,P-17534,135,177.72,2019-04-12,120000,0
A-16383,P-13308,230,182.34,2018-03-27,2000,1
A-04608,P-09600,150,182.88,2017-12-31,5000,1
A-24190,P-15591,180,186.5,2018-10-07,48000,1
A-25428,P-15545,255,186.96,2017-11-08,2000,1
A-24056,P-01232,230,181.42000000000002,2018-07-09,5000,1
A-11001,P-01232,210,183.42000000000002,2019-01-10,500,1
A-23080,P-15190,150,179.26,2018-11-21,12500,0
A-30234,P-16213,175,167.72,2017-05-11,500,1
A-20320,P-16213,175,168.72,2017-04-10,3000,1
A-19724,P-16213,150,177.72,2017-05-05,5500,1
A-14753,P-16213,155,173.72,2017-07-03,1000,0
A-15877,P-08463,210,177.88,2018-12-10,1000,1
A-18340,P-08463,205,184.88,2018-11-29,50,1
A-16172,P-08463,215,187.88,2019-06-09,500,1
A-27088,P-10482,170,184.42000000000002,2019-07-15,2000,1
A-02905,P-05318,225,190.96,2018-11-29,0,1
A-08999,P-05318,170,178.88,2019-08-06,1000,1
A-18565,P-06502,120,165.1,2017-04-26,4000,1
A-11133,P-09086,180,187.88,2019-04-27,2500,1
A-19168,P-07432,155,176.72,2018-03-22,2000,1
A-19492,P-07432,160,186.88,2018-09-05,2500,1
A-08016,P-07432,165,181.8,2018-11-15,1500,1
A-00380,P-18817,213,185.34,2018-05-24,5000,1
A-09575,P-17952,155,171.18,2018-09-22,1000,1
A-19648,P-14841,169,164.1,2017-08-28,2500,1
A-12726,P-15856,145,151.4,2019-06-03,0,1
A-25042,P-16194,170,173.72,2019-02-07,0,1
A-06360,P-16194,180,169.72,2017-11-08,5000,1
A-22707,P-04697,170,155.02,2018-07-14,2500,1
A-11588,P-11087,205,182.34,2017-06-09,9000,1
A-24619,P-11202,170,182.96,2017-06-01,2500,1
A-02867,P-11202,165,184.88,2017-10-16,1500,1
A-25425,P-11202,210,183.88,2019-04-07,2500,1
A-13550,P-11202,165,185.42000000000002,2017-08-08,16000,1
A-23352,P-10753,115,163.64000000000001,2018-11-08,3500,1
A-00332,P-00337,185,180.26,2017-07-10,65000,0
A-11779,P-08371,185,186.96,2017-04-08,5000,1
A-28743,P-06169,245,188.96,2019-06-05,7500,1
A-01954,P-08390,145,169.64000000000001,2019-03-05,1000,1
A-22496,P-08390,145,169.64000000000001,2019-02-09,2500,0
A-13616,P-08390,165,168.64000000000001,2019-04-07,1500,0
A-29889,P-11790,140,164.56,2018-11-23,500,1
A-08161,P-08833,125,158.56,2018-06-16,1500,1
A-32163,P-17503,260,169.72,2019-07-28,4000,1
A-12731,P-05151,160,165.64000000000001,2018-10-29,2500,1
A-24147,P-11846,190,171.26,2017-07-12,718,1
A-15078,P-18032,198,160.56,2017-09-14,4500,1
A-32343,P-08203,150,171.72,2019-02-19,2500,1
A-27295,P-12507,145,151.4,2019-02-09,15000,1
A-12612,P-15382,103,162.48,2017-11-03,2000,1
A-00225,P-00149,150,179.26,2017-04-18,1000,1
A-32547,P-09278,160,180.8,2017-12-02,5000,1
A-20379,P-05401,145,165.56,2018-04-27,0,1
A-22233,P-01299,180,189.42000000000002,2019-03-13,62000,1
A-08243,P-12756,215,178.8,2017-04-21,2000,1
A-16250,P-12756,165,172.8,2017-06-25,1500,0
A-15886,P-12756,180,172.8,2017-07-08,500,1
A-08632,P-12756,190,177.8,2017-07-29,2500,0
A-27132,P-12756,160,174.8,2017-08-10,1000,0
A-22999,P-12756,205,173.8,2017-08-25,1000,0
A-13151,P-12756,200,180.8,2017-08-25,500,1
A-02089,P-12756,210,177.8,2017-09-24,500,0
A-31610,P-12756,205,179.8,2017-09-29,3500,1
A-04089,P-12756,205,180.8,2017-10-23,2000,0
A-24959,P-12756,205,178.8,2017-11-10,2500,1
A-09996,P-12756,205,181.8,2017-12-11,3000,0
A-22631,P-12756,205,180.8,2018-01-07,2000,0
A-16997,P-12756,195,177.8,2018-06-09,15000,1
A-04403,P-06001,152,180.34,2019-04-24,61000,1
A-14483,P-06001,142,181.34,2019-06-03,2000,0
A-20117,P-02724,200,195.5,2018-02-08,10000,1
A-10354,P-02724,180,181.42000000000002,2018-02-21,7000,1
A-07834,P-00816,200,169.18,2018-11-19,16000,0
A-08336,P-00816,165,172.64000000000001,2017-05-14,60000,0
A-15106,P-00816,185,174.18,2017-08-21,2500,1
A-18673,P-00816,180,170.18,2017-08-31,2000,1
A-07526,P-00816,185,167.18,2019-02-26,0,1
A-11362,P-11247,220,168.64000000000001,2019-06-14,500,0
A-05501,P-11247,255,180.8,2017-08-13,1000,1
A-31798,P-11247,190,172.18,2018-01-27,0,1
A-09392,P-11247,218,167.18,2018-03-01,12500,1
A-31862,P-11247,225,176.72,2019-03-19,6500,1
A-27728,P-11247,250,169.64000000000001,2019-07-25,2000,1
A-23828,P-18789,170,166.1,2018-04-12,47000,1
A-08365,P-12399,100,158.56,2019-05-19,2500,1
A-13576,P-12399,125,164.1,2018-04-13,1500,1
A-24856,P-02194,245,190.42000000000002,2018-09-05,2500,1
A-09093,P-06946,190,191.04,2017-09-14,1000,0
A-16600,P-06946,220,190.04,2017-09-08,1000,1
A-16876,P-05061,195,175.26,2017-06-03,70000,1
A-06457,P-00264,151,176.26,2017-05-14,40000,1
A-20079,P-00264,145,178.26,2017-11-05,1000,1
A-00607,P-00264,160,175.8,2018-02-19,135000,0
A-23351,P-00264,165,178.8,2018-03-09,12500,1
A-26579,P-00264,160,171.26,2018-04-07,30000,0
A-18519,P-00264,160,176.8,2019-03-31,1000,1
A-02367,P-15577,165,168.1,2019-02-08,0,1
A-24376,P-13079,125,195.58,2019-06-14,1000,1
A-09624,P-18563,155,175.26,2019-03-06,12500,1
A-30303,P-18563,140,176.8,2018-11-22,5000,1
A-03305,P-15583,240,171.26,2019-06-29,3000,1
A-07443,P-14289,175,180.34,2017-08-20,500,1
A-10367,P-06591,180,179.26,2019-05-31,500,1
A-17613,P-06113,135,159.48,2017-08-31,0,1
A-21922,P-02341,180,153.94,2017-05-26,1500,1
A-18783,P-02341,135,150.94,2019-04-27,27000,1
A-16638,P-02341,160,155.94,2019-05-13,69000,0
A-24432,P-06998,155,175.8,2017-12-20,500,1
A-25743,P-06998,175,179.8,2018-03-30,22000,0
A-24596,P-05419,190,181.42000000000002,2018-03-19,0,1
A-07625,P-03693,180,159.56,2018-08-30,9000,0
A-08363,P-18675,132,169.64000000000001,2018-06-02,2500,1
A-04804,P-18675,135,171.64000000000001,2018-08-19,5000,1
A-08609,P-18660,205,182.8,2019-04-23,5000,1
A-18088,P-03846,130,172.18,2017-08-13,100500,0
A-29000,P-00078,160,182.34,2017-07-17,1000,1
A-11987,P-00078,190,177.8,2019-02-19,21500,0
A-20213,P-00734,161,175.18,2019-02-12,1000,1
A-09327,P-10175,165,154.48,2017-05-11,10500,1
A-14072,P-10175,155,154.48,2017-05-28,2500,1
A-11494,P-10175,190,149.94,2017-07-28,13000,0
A-24629,P-10175,145,164.64000000000001,2019-07-23,50500,1
A-31113,P-04881,160,162.64000000000001,2017-08-07,3000,0
A-07195,P-04881,165,166.64000000000001,2017-08-14,58000,1
A-30049,P-13750,135,176.72,2017-05-15,1000,1
A-07718,P-11138,190,186.88,2019-03-20,1000,1
A-14881,P-09400,105,148.4,2018-05-03,1000,0
A-31399,P-09400,115,152.4,2017-07-29,600,1
A-22788,P-16370,165,190.96,2017-12-08,50000,0
A-02127,P-16370,190,188.96,2018-06-03,5000,1
A-19181,P-10296,175,168.18,2017-04-17,10000,1
A-00813,P-12281,215,172.8,2018-04-04,11000,1
A-07108,P-16184,227,176.72,2018-08-17,2500,1
A-06669,P-03098,145,172.26,2017-10-18,127000,1
A-23666,P-03098,137,174.26,2018-08-30,50000,0
A-23199,P-03098,142,179.26,2018-09-16,500,1
A-14362,P-08295,165,174.26,2018-10-12,7000,0
A-30460,P-08295,165,179.34,2017-12-19,25000,0
A-14501,P-08295,170,178.34,2018-10-08,2500,1
A-09929,P-08295,160,175.34,2018-10-14,1000,1
A-20035,P-14962,250,170.26,2018-08-02,2500,1
A-20513,P-14350,170,170.1,2017-10-11,2500,0
A-10727,P-14350,179,172.64000000000001,2018-01-29,10000,0
A-08661,P-16136,165,149.4,2017-09-03,1750,1
A-08826,P-03051,200,162.64000000000001,2017-07-23,11000,1
A-02171,P-03051,200,167.64000000000001,2017-08-16,35000,1
A-05429,P-03051,200,169.64000000000001,2017-08-26,10000,0
A-05886,P-13410,160,174.18,2019-03-15,4000,1
A-23150,P-13410,150,165.18,2019-05-03,0,1
A-18147,P-02193,170,184.42000000000002,2019-04-30,65000,0
A-29265,P-02193,175,190.42000000000002,2019-05-30,180000,1
A-10920,P-02193,185,172.26,2019-03-30,7000,1
A-24752,P-14985,210,150.86,2018-06-02,2500,1
A-19640,P-10613,224,170.26,2019-06-09,0,1
A-29695,P-03877,185,180.34,2019-03-18,2500,1
A-20313,P-08321,165,182.8,2018-10-06,8000,1
A-24137,P-03470,140,158.56,2018-04-02,500,1
A-16828,P-10533,185,179.26,2017-11-30,2500,0
A-16987,P-10533,190,176.26,2017-11-02,46000,1
A-30705,P-19092,175,178.8,2019-07-31,2500,1
A-22791,P-00723,170,178.34,2018-05-01,2500,1
A-08557,P-01696,205,174.18,2017-10-03,180000,1
A-01632,P-01696,245,172.18,2017-09-23,1000,1
A-09445,P-01696,210,173.18,2017-10-01,75000,0
A-16958,P-01696,300,171.18,2018-02-19,690000,0
A-21906,P-01696,300,175.18,2018-02-28,2000,1
A-15453,P-00868,200,182.96,2019-02-12,10000,0
A-15218,P-09935,185,165.64000000000001,2017-11-21,5000,1
A-18054,P-09935,155,175.72,2017-08-10,13000,1
A-21290,P-09935,170,171.64000000000001,2018-03-22,6000,1
A-26892,P-07116,172,165.18,2018-10-09,700,1
A-19233,P-09741,175,198.58,2018-09-11,1000,1
A-27524,P-08300,163,178.8,2018-11-17,25000,0
A-27192,P-08300,130,169.72,2019-02-25,3000,1
A-09676,P-08300,135,169.72,2019-02-25,1000,1
A-29603,P-08300,167,179.8,2019-07-01,4500,0
A-29998,P-16148,215,182.42000000000002,2019-07-20,5000,1
A-10022,P-12584,140,190.42000000000002,2018-02-12,500,1
A-21931,P-13051,155,156.4,2019-02-07,20000,1
A-14090,P-03006,200,185.5,2018-07-19,12500,1
A-28740,P-04750,150,162.64000000000001,2018-05-29,17000,0
A-15491,P-04750,155,154.4,2018-07-13,30000,0
A-09010,P-17913,165,163.02,2017-11-21,0,1
A-31437,P-08146,160,173.72,2017-07-10,1500,1
A-17734,P-05659,185,188.96,2017-09-04,100000,0
A-23356,P-08503,250,163.1,2019-07-15,2500,1
A-17727,P-13893,167,175.8,2017-05-16,7000,1
A-25077,P-13893,145,180.8,2019-08-03,500,1
A-18407,P-11940,140,175.18,2017-08-08,13500,1
A-09373,P-11940,145,174.72,2019-01-12,30000,1
A-19774,P-16965,210,195.5,2017-08-30,80000,0
A-23722,P-08864,175,155.48,2018-09-10,1250,1
A-13019,P-15072,190,175.26,2019-03-09,7000,1
A-04970,P-18464,294,181.8,2018-11-02,0,0
A-22092,P-02093,150,171.72,2018-10-06,5000,1
A-06679,P-02093,160,169.72,2017-10-31,5500,0
A-18394,P-02093,165,173.18,2018-03-20,1250,0
A-05463,P-02093,165,168.18,2018-03-19,1500,0
A-04574,P-02093,160,178.8,2018-05-10,6000,0
A-04001,P-02093,165,169.72,2018-10-29,4000,0
A-29480,P-03334,225,181.34,2018-06-30,1500,0
A-27681,P-03334,225,177.34,2018-10-09,2500,1
A-09324,P-03334,225,177.34,2018-11-12,10000,1
A-02083,P-09724,220,182.42000000000002,2018-07-09,500,1
A-25212,P-12899,130,165.56,2017-08-09,2500,1
A-07901,P-12899,145,165.56,2019-03-03,5000,0
A-06231,P-05092,225,183.34,2017-04-21,25200,1
A-21896,P-05092,175,175.34,2019-05-17,6500,0
A-09598,P-16832,275,186.96,2018-11-01,0,1
A-08035,P-05480,160,175.8,2017-09-15,10000,1
A-30767,P-05480,155,174.18,2019-07-29,2000,1
A-10877,P-17460,205,186.96,2018-11-25,2000,1
A-31961,P-15412,125,173.18,2018-01-22,500,1
A-09791,P-02421,140,172.72,2018-08-16,1000,1
A-27061,P-13157,110,168.64000000000001,2018-02-24,0,1
A-19406,P-07305,180,182.34,2018-02-06,161500,0
A-30125,P-07305,215,180.34,2018-11-19,141000,1
A-24722,P-02702,175,180.26,2017-04-09,2500,1
A-14533,P-02702,150,169.72,2017-06-27,4000,0
A-27889,P-02702,160,176.8,2017-06-01,12000,0
A-28307,P-11564,200,189.5,2017-09-16,2000,1
A-31081,P-01942,165,182.8,2019-03-08,1000,1
A-18444,P-01942,160,174.8,2019-03-22,37500,1
A-17227,P-01942,165,182.8,2019-03-19,100000,0
A-14308,P-01942,160,182.8,2019-04-24,1000,1
A-16407,P-12806,185,176.8,2017-11-08,53000,0
A-08637,P-04755,180,180.88,2018-11-07,26000,1
A-08423,P-04755,180,181.34,2018-11-28,60000,0
A-04125,P-04755,165,176.34,2019-07-18,1500,1
A-29753,P-00162,180,177.26,2018-09-10,2000,1
A-06026,P-17689,135,165.56,2017-12-03,500,1
A-20181,P-06991,140,170.18,2019-03-23,1700,1
A-24756,P-09002,250,190.58,2018-06-11,1500,1
A-32717,P-09002,245,188.96,2017-04-11,5000,0
A-12477,P-09002,230,189.96,2018-02-13,750,0
A-29706,P-00773,185,190.42000000000002,2019-07-26,2000,0
A-05916,P-00773,190,188.96,2017-10-29,23500,0
A-25458,P-00773,180,190.42000000000002,2018-07-06,6000,0
A-05996,P-02797,205,175.34,2017-11-21,0,0
A-03083,P-02797,185,187.88,2018-08-12,1000,0
A-10625,P-07770,205,182.88,2018-03-10,0,1
A-21448,P-09156,185,176.8,2017-12-13,2500,0
A-14062,P-09156,203,173.8,2018-01-18,40000,0
A-19475,P-09156,208,177.8,2018-02-22,1000,1
A-18455,P-04446,195,192.96,2019-03-02,1500,1
A-16694,P-13937,145,164.64000000000001,2018-03-03,21000,0
A-09958,P-13937,150,173.18,2017-06-12,2000,1
A-08541,P-09551,150,175.34,2017-10-30,500,1
A-12856,P-09551,150,179.34,2017-11-21,500,1
A-02690,P-09551,160,180.88,2018-05-15,0,1
A-07101,P-09551,150,177.34,2018-12-17,1000,1
A-07870,P-09551,180,179.34,2019-03-29,3000,0
A-15350,P-00906,165,180.88,2018-03-21,28250,1
A-10530,P-00906,235,191.5,2018-12-22,3000,1
A-24179,P-16959,155,176.8,2019-02-01,1000,0
A-27507,P-10284,175,186.88,2018-10-13,10000,0
A-17434,P-10284,190,180.88,2018-06-27,51000,1
A-16067,P-10284,175,178.88,2018-10-06,7000,1
A-00398,P-05794,200,173.26,2018-06-13,500,1
A-14619,P-10281,145,177.8,2018-05-31,5000,1
A-18858,P-18903,165,159.48,2018-09-26,1000,1
A-09427,P-14349,110,164.56,2018-03-22,3000,1
A-01370,P-14349,120,164.56,2018-05-03,6000,1
A-28930,P-03793,200,180.34,2017-06-19,2500,1
A-09444,P-10111,187,183.34,2019-06-01,5000,1
A-21434,P-05123,165,177.72,2019-07-13,3000,1
A-13021,P-14901,175,184.34,2018-07-03,10000,0
A-24388,P-14901,155,172.26,2018-10-28,0,0
A-06528,P-07419,205,179.34,2017-07-08,1000,1
A-03576,P-00619,220,176.8,2019-05-30,1500,1
A-15341,P-07513,190,177.88,2019-04-30,2500,1
A-22784,P-00794,195,181.8,2019-03-05,7500,1
A-02694,P-17818,205,168.64000000000001,2017-04-24,3500,1
A-24061,P-17818,190,164.64000000000001,2017-09-21,1000,1
A-31728,P-08280,155,165.64000000000001,2017-08-03,2500,1
A-14309,P-13749,160,190.42000000000002,2017-06-07,1000,0
A-04215,P-12368,240,177.88,2017-04-24,2000,1
A-31184,P-12368,210,183.96,2017-06-21,3000,0
A-09338,P-12368,205,186.96,2017-06-19,5000,1
A-12861,P-01243,150,181.88,2017-11-18,0,1
A-27005,P-11503,185,173.18,2018-06-26,1500,1
A-02988,P-11503,175,174.8,2018-09-19,2000,0
A-16004,P-04625,155,162.1,2018-10-21,2000,1
A-01401,P-18914,260,180.34,2018-05-14,500,1
A-12392,P-01667,120,163.56,2017-07-26,10000,1
A-09935,P-03477,230,199.58,2018-05-02,5000,1
A-25426,P-03722,255,177.26,2017-05-03,25000,1
A-31328,P-05075,185,178.26,2018-08-07,3000,1
A-08102,P-10773,205,162.64000000000001,2018-05-26,500,1
A-24409,P-10773,203,169.64000000000001,2018-08-26,2000,1
A-15725,P-10773,210,172.64000000000001,2019-04-06,2000,1
A-26802,P-10773,160,165.64000000000001,2019-03-02,1500,1
A-30589,P-10773,185,172.64000000000001,2017-08-08,4000,1
A-29471,P-10773,185,167.64000000000001,2017-11-15,1500,1
A-07942,P-15483,150,163.56,2017-12-23,1116000,0
A-16713,P-15483,155,163.56,2019-01-28,220000,0
A-16458,P-12123,135,168.64000000000001,2017-08-22,500,1
A-25623,P-12123,165,166.64000000000001,2019-02-14,1000,1
A-20823,P-12267,195,187.5,2017-04-19,0,1
A-06367,P-07599,150,175.72,2018-12-17,2500,1
A-01364,P-13600,150,174.8,2018-06-18,5000,1
A-04781,P-07277,225,179.8,2019-05-24,9500,1
A-04695,P-08994,300,165.1,2019-04-26,1250,1
A-19396,P-11758,155,165.18,2018-06-06,1000,0
A-17424,P-18346,170,168.72,2018-07-22,500,1
A-30848,P-07895,200,190.42000000000002,2018-03-14,29000,1
A-31487,P-11465,220,170.64000000000001,2018-09-12,1000,1
A-15690,P-11568,205,177.88,2018-08-09,1000,1
A-26942,P-12286,150,169.64000000000001,2018-03-09,1500,1
A-22126,P-19093,120,159.56,2018-07-29,500,1
A-05400,P-04973,180,176.26,2019-02-22,5000,1
A-29131,P-02048,130,167.18,2018-01-19,2500,1
A-03243,P-06012,150,180.26,2019-05-14,3000,1
A-06662,P-17865,170,173.18,2018-05-24,10000,1
A-13134,P-17865,140,173.18,2018-06-25,2500,0
A-21852,P-17865,145,169.18,2017-05-10,9500,1
A-01733,P-17865,165,173.18,2018-09-03,7500,1
A-17635,P-17865,140,166.18,2019-07-11,1000,1
A-01517,P-04973,190,179.26,2018-08-06,500,1
A-16542,P-04973,190,174.26,2018-09-28,5000,1
A-03983,P-01355,140,144.86,2017-05-19,2000,1
A-01409,P-00294,160,188.42000000000002,2018-09-30,1500,1
A-08566,P-06173,170,180.8,2018-01-09,5000,1
A-05324,P-14799,170,184.96,2018-11-23,10000,1
A-27795,P-03330,170,182.34,2018-02-04,22000,1
A-25895,P-17123,165,179.26,2019-04-07,3000,1
A-07151,P-17123,180,175.72,2017-04-24,25000,1
A-22690,P-14618,160,182.34,2017-07-18,39500,1
A-21021,P-14618,155,181.34,2017-08-02,5000,0
A-24122,P-14618,170,176.34,2018-08-17,28500,1
A-28933,P-15630,205,168.72,2019-03-10,5000,1
A-24455,P-04535,185,170.72,2018-09-27,10000,1
A-02632,P-14662,110,156.02,2019-07-11,0,1
A-16799,P-10734,175,167.56,2017-04-21,1000,1
A-14962,P-10734,200,178.26,2017-04-24,1000,1
A-20938,P-10734,180,175.72,2017-05-27,1500,1
A-17723,P-10734,185,173.72,2017-07-21,8500,0
A-02783,P-10734,165,172.72,2017-10-31,14500,1
A-10477,P-10734,160,176.72,2017-11-23,5000,0
A-27103,P-10734,195,167.72,2018-05-09,4500,0
A-00118,P-10734,160,166.64000000000001,2018-07-05,3000,1
A-29669,P-10734,210,163.64000000000001,2018-09-17,2500,0
A-11742,P-10734,175,178.8,2018-11-03,1000,1
A-26625,P-10734,185,169.18,2018-11-10,10000,1
A-13366,P-10734,205,174.18,2019-02-27,2000,1
A-32724,P-10734,185,176.72,2019-03-10,500,1
A-15232,P-10734,190,175.18,2019-04-01,4000,0
A-03151,P-10734,185,166.18,2019-07-02,5500,0
A-02782,P-10734,180,172.72,2018-04-30,4000,1
A-05328,P-10734,190,171.72,2018-08-15,2500,0
A-28636,P-10734,220,172.72,2018-08-14,1500,0
A-17467,P-10734,177,174.18,2018-11-30,20500,0
A-22166,P-10734,200,172.18,2019-01-13,1000,1
A-29729,P-10734,190,173.18,2019-01-27,12000,0
A-15984,P-10734,185,171.18,2019-02-11,1500,1
A-05301,P-10734,200,174.72,2019-02-13,50000,0
A-00536,P-10734,185,172.18,2019-03-20,11500,1
A-22428,P-14383,145,183.42000000000002,2019-03-29,500,1
A-25023,P-18492,130,169.1,2018-05-29,3000,1
A-19050,P-17382,185,177.72,2017-09-21,135000,0
A-08836,P-17382,185,172.72,2018-01-12,185000,0
A-22333,P-11994,190,161.1,2018-03-03,60000,1
A-22138,P-04016,200,180.88,2017-07-15,4000,0
A-26370,P-08428,195,171.72,2017-10-31,2500,1
A-12790,P-14522,170,171.26,2018-02-24,7900,1
A-04257,P-00085,180,183.88,2018-12-07,3000,1
A-14056,P-12885,133,179.34,2017-11-20,8000,1
A-02238,P-05295,145,169.72,2018-07-22,1500,0
A-20790,P-05295,140,169.72,2019-04-22,5000,1
A-18700,P-18722,175,183.34,2019-06-03,7500,0
A-23386,P-18722,200,177.34,2019-07-03,1000,0
A-14787,P-00478,180,178.88,2017-10-15,500,1
A-03405,P-00478,155,185.88,2018-01-29,1000,1
A-15276,P-16171,200,189.5,2018-04-13,500,1
A-15303,P-16171,195,194.5,2019-01-04,2000,1
A-29048,P-03909,150,185.42000000000002,2018-07-04,7500,0
A-26747,P-03909,160,187.42000000000002,2018-06-08,675000,1
A-07699,P-10414,195,186.88,2019-02-27,3000,1
A-31376,P-10414,205,182.88,2019-06-15,6000,1
A-10632,P-04539,155,167.18,2018-09-20,2000,1
A-19649,P-11600,365,197.58,2018-05-25,20000,0
A-16856,P-11600,355,191.58,2018-06-16,10000,1
A-15338,P-15268,165,178.26,2017-09-02,3000,1
A-13515,P-11797,135,163.64000000000001,2017-08-23,1500,1
A-32348,P-15268,145,170.18,2017-09-28,5000,0
A-23353,P-04147,340,167.72,2017-06-22,1000,1
A-28815,P-07918,195,182.96,2017-07-22,15000,0
A-00208,P-07918,165,174.72,2017-10-12,50000,1
A-20727,P-07918,150,176.26,2018-02-17,40000,0
A-30270,P-07918,150,170.26,2018-02-17,55000,1
A-09326,P-14938,115,161.48,2017-05-25,1000,1
A-03860,P-14938,100,162.48,2017-06-06,1000,0
A-04988,P-08147,225,183.96,2018-12-15,25500,0
A-11958,P-10209,130,150.86,2019-05-28,2500,1
A-30210,P-17485,294,149.94,2019-02-19,5000,1
A-12482,P-07817,165,161.1,2019-06-11,9000,1
A-15874,P-09323,160,175.8,2019-05-12,2000,1
A-01406,P-16042,220,180.8,2017-07-14,2500,1
A-30288,P-15940,130,163.02,2018-03-14,1000,1
A-16569,P-14619,250,188.04,2019-01-09,2500,1
A-26849,P-08898,155,179.26,2018-10-16,2500,1
A-00496,P-08898,150,169.72,2017-04-26,500,1
A-18996,P-10868,140,171.26,2017-05-04,110000,0
A-30389,P-03985,230,179.8,2017-07-26,100,1
A-25332,P-11861,110,164.64000000000001,2018-09-22,0,1
A-23426,P-08917,155,182.8,2018-10-13,5000,1
A-01337,P-13689,150,175.18,2018-04-03,2000,1
A-27329,P-10278,190,184.88,2018-10-07,6500,1
A-19077,P-10278,155,183.88,2018-03-14,8000,1
A-22190,P-10278,185,183.88,2018-07-15,5000,1
A-20751,P-04859,165,159.56,2018-03-26,1000,1
A-17822,P-07867,175,167.72,2019-05-02,8000,1
A-04256,P-08447,155,183.96,2017-09-18,1000,1
A-04818,P-13047,170,168.72,2018-12-09,25000,1
A-10782,P-18465,185,166.18,2018-06-30,2500,1
A-13386,P-12644,170,175.72,2018-12-20,3000,1
A-06463,P-12710,190,178.8,2018-08-05,1500,1
A-32375,P-12710,190,177.8,2018-12-24,4000,1
A-03580,P-12710,210,186.88,2019-02-08,2500,0
A-21421,P-01685,140,170.64000000000001,2018-05-11,1000,0
A-13802,P-18499,220,173.26,2019-08-07,28000,0
A-27219,P-03960,145,167.64000000000001,2019-07-26,1500,0
A-12560,P-06856,185,168.18,2018-09-09,2000,1
A-03287,P-16434,145,158.56,2017-11-02,3750,1
A-06112,P-16434,145,177.72,2017-06-13,15000,0
A-18803,P-16434,150,167.72,2017-08-06,4000,1
A-28286,P-16434,150,177.72,2017-08-14,13500,1
A-19935,P-16434,155,171.72,2017-09-01,1000,0
A-05421,P-16434,155,177.72,2018-03-01,1000,1
A-02697,P-16434,155,169.72,2018-03-28,10000,0
A-20439,P-16434,150,168.72,2018-03-28,1500,1
A-04325,P-16434,160,182.8,2018-07-21,10000,0
A-16446,P-10645,125,161.56,2019-02-11,0,1
A-13077,P-08769,170,167.1,2017-04-18,2000,1
A-03066,P-04394,195,182.88,2019-02-04,2000,1
